id,on_street,cross_street,routes,routes_total,boardings,alightings,month_beginning,daytype,location
11688,NARRAGANSETT,IRVING PARK,86,1,136.2,111.2,10/1/12,Weekday,"(41.95304141, -87.78665811)"
2065,DIVISION,LEAVITT,70,1,44.2,111.2,10/1/12,Weekday,"(41.90320140, -87.68203722)"
8373,WESTERN,HARRISON,49,1,125.8,111.1,10/1/12,Weekday,"(41.87375598, -87.68610785)"
6953,CERMAK,ARCHER,21,1,52.3,111.1,10/1/12,Weekday,"(41.85280956, -87.63531256)"
9425,87TH STREET,KIMBARK (west leg),87,1,44.8,111.1,10/1/12,Weekday,"(41.73674995, -87.59308252)"
1446,LASALLE,DIVISION,156,1,12.7,111.1,10/1/12,Weekday,"(41.90402022, -87.63278441)"
600,CHICAGO,WABASH,66,1,503,111,10/1/12,Weekday,"(41.89676304, -87.62670344)"
10303,CICERO,AUGUSTA,54,1,68.4,111,10/1/12,Weekday,"(41.89860000, -87.74580200)"
1271,FULLERTON,LOCKWOOD,74,1,35,111,10/1/12,Weekday,"(41.92414479, -87.75857361)"
10289,CICERO,JACKSON,54,1,176.3,110.9,10/1/12,Weekday,"(41.87669828, -87.74504178)"
15553,PULASKI,FIFTH AVENUE,53,1,94,110.8,10/1/12,Weekday,"(41.87271851, -87.72550475)"
9616,MASON,ROOSEVELT,91,1,5.8,110.8,10/1/12,Weekday,"(41.86555100, -87.77296300)"
10260,CICERO,16TH STREET,54,1,30.1,110.7,10/1/12,Weekday,"(41.85866009, -87.74464468)"
3225,63RD STREET,MICHIGAN,63,1,161.1,110.6,10/1/12,Weekday,"(41.78009804, -87.62187272)"
5257,103RD STREET,OGLESBY,15,1,41.5,110.6,10/1/12,Weekday,"(41.70814816, -87.56561982)"
964,NORTH AVENUE,HAMLIN,72,1,33.7,110.6,10/1/12,Weekday,"(41.91009652, -87.72125313)"
2632,79TH STREET,ST. LAWRENCE,79,1,192.1,110.4,10/1/12,Weekday,"(41.75125000, -87.60989300)"
6364,CLINTON,HARRISON,"7,157,60",3,57.4,110.2,10/1/12,Weekday,"(41.87451800, -87.64104400)"
4891,MARINE DRIVE,BUENA,"136,144,146",3,25.3,110.2,10/1/12,Weekday,"(41.95853042, -87.64639000)"
4932,CLARENDON,BELLE PLAINE,"135,145,148",3,22.7,110.2,10/1/12,Weekday,"(41.95734300, -87.64970300)"
17677,GOLF ROAD,WAUKEGAN (AVON),X98,1,22,110.2,10/1/12,Weekday,"(42.05487834, -87.79790345)"
1224,FULLERTON,175' W OF HALSTED,74,1,367.1,110.1,10/1/12,Weekday,"(41.92551461, -87.64942757)"
8385,WESTERN,GRAND,49,1,110.3,110.1,10/1/12,Weekday,"(41.89087135, -87.68657188)"
4930,IRVING PARK,CLARENDON,"135,145,148",3,37.4,110.1,10/1/12,Weekday,"(41.95461820, -87.64951279)"
11932,95TH STREET,WOODLAWN,"N5,95E,100",3,71.4,110,10/1/12,Weekday,"(41.72210100, -87.59445100)"
7622,MICHIGAN,97TH STREET,"34,103,106,119",4,38.3,110,10/1/12,Weekday,"(41.71809000, -87.62040900)"
7176,LAKE PARK,52ND STREET,"15,28",2,217.1,109.9,10/1/12,Weekday,"(41.80112809, -87.58763944)"
950,NORTH AVENUE,CAMPBELL,72,1,91.1,109.9,10/1/12,Weekday,"(41.91036749, -87.68953036)"
2093,DIVISION,LAVERGNE,70,1,56.2,109.9,10/1/12,Weekday,"(41.90235842, -87.75075855)"
6113,ASHLAND,78TH STREET,9,1,28.1,109.9,10/1/12,Weekday,"(41.75226540, -87.66355318)"
9657,AUSTIN,BELMONT,91,1,133.3,109.8,10/1/12,Weekday,"(41.93861400, -87.77613400)"
17191,PULASKI,14TH STREET,53,1,43.4,109.8,10/1/12,Weekday,"(41.86238524, -87.72513530)"
14109,JEFFERSON PARK,BLUE LINE STATION/NORTH B,88,1,283.7,109.7,10/1/12,Weekday,"(41.97047768, -87.76224144)"
15551,ASHLAND,1325 NORTH,9,1,33.4,109.7,10/1/12,Weekday,"(41.90556856, -87.66743167)"
9442,87TH STREET,ESCANABA (west leg),87,1,12.6,109.7,10/1/12,Weekday,"(41.73728795, -87.55430104)"
14827,MONTROSE,LINCOLN,78,1,120.3,109.6,10/1/12,Weekday,"(41.96144098, -87.68431098)"
1563,INDIANA,31ST STREET,"1,4",2,77.1,109.6,10/1/12,Weekday,"(41.83824800, -87.62182500)"
17475,LAWRENCE,ELSTON,81,1,173,109.4,10/1/12,Weekday,"(41.96804378, -87.73950514)"
10244,CICERO,WASHINGTON,54,1,32.6,109.4,10/1/12,Weekday,"(41.88188900, -87.74539000)"
3449,63RD STREET,KIMBARK,63,1,27.3,109.3,10/1/12,Weekday,"(41.78048005, -87.59478214)"
747,ILLINOIS,CLARK,65,1,21.7,109.3,10/1/12,Weekday,"(41.89075800, -87.63127900)"
16116,E HYDE PARK,LAKE SHORE DRIVE,172,1,435,109.2,10/1/12,Weekday,"(41.80258320, -87.58400058)"
6108,ASHLAND,73RD STREET,9,1,36.2,109.2,10/1/12,Weekday,"(41.76136600, -87.66375000)"
17662,79TH STREET,ESSEX,79,1,539.4,109.1,10/1/12,Weekday,"(41.75182406, -87.56493797)"
12560,ADDISON,ASHLAND,152,1,118.5,109.1,10/1/12,Weekday,"(41.94706603, -87.66867322)"
219,HARRISON,WESTERN,7,1,85.9,109.1,10/1/12,Weekday,"(41.87396137, -87.68600523)"
1140,STOCKTON,LINCOLN,"151,156",2,29.7,109.1,10/1/12,Weekday,"(41.91605182, -87.63323500)"
4079,ARMITAGE,ORCHARD,73,1,23.5,109.1,10/1/12,Weekday,"(41.91817724, -87.64613634)"
596,FAIRBANKS,CHICAGO,"3,66,157",3,488.2,109,10/1/12,Weekday,"(41.89664500, -87.62031100)"
7006,COMMERCIAL,92ND STREET,71,1,215.6,109,10/1/12,Weekday,"(41.72811321, -87.55113420)"
1827,CLARK,ALDINE/SCHOOL,22,1,44.7,109,10/1/12,Weekday,"(41.94184839, -87.65225706)"
17457,BELMONT,AUSTIN,77,1,230.4,108.9,10/1/12,Weekday,"(41.93838531, -87.77598265)"
6401,26TH STREET,ST. LOUIS,60,1,56.1,108.9,10/1/12,Weekday,"(41.84445944, -87.71219631)"
10545,GARFIELD,WABASH,55,1,54.7,108.9,10/1/12,Weekday,"(41.79428438, -87.62379865)"
6036,ASHLAND,WASHINGTON,9,1,36.9,108.9,10/1/12,Weekday,"(41.88312245, -87.66700015)"
7738,PERSHING,COTTAGE GROVE,39,1,16.7,108.8,10/1/12,Weekday,"(41.82381518, -87.60707077)"
9653,AUSTIN,DIVERSEY,91,1,106,108.7,10/1/12,Weekday,"(41.93108677, -87.77583592)"
6255,ASHLAND,LE MOYNE (south leg),9,1,31.2,108.6,10/1/12,Weekday,"(41.90878095, -87.66751916)"
1038,SHERIDAN,BRYN MAWR,"136,147,151",3,586.5,108.5,10/1/12,Weekday,"(41.98348100, -87.65524600)"
15041,MILWAUKEE,FULLERTON,56,1,108.5,108.5,10/1/12,Weekday,"(41.92460752, -87.70030322)"
6162,ASHLAND,80TH STREET,9,1,100.8,108.5,10/1/12,Weekday,"(41.74845410, -87.66326024)"
2579,COTTAGE GROVE,76TH STREET,4,1,54.4,108.5,10/1/12,Weekday,"(41.75684024, -87.60546971)"
17173,CICERO,7100 SOUTH,54B,1,35.1,108.5,10/1/12,Weekday,"(41.76444561, -87.74211211)"
1355,McCORMICK,DEVON,"11,82",2,472,108.4,10/1/12,Weekday,"(41.99706927, -87.71181202)"
100,VAN BUREN,1900 W.(MALCOLM X COLL.),126,1,153.8,108.4,10/1/12,Weekday,"(41.87624200, -87.67405700)"
6315,26TH STREET,SPAULDING,60,1,90.9,108.4,10/1/12,Weekday,"(41.84442200, -87.70758100)"
13135,DODGE,CHURCH,"93,206",2,83.4,108.4,10/1/12,Weekday,"(42.04822046, -87.69882993)"
361,ROOSEVELT,LAWNDALE,12,1,25.4,108.4,10/1/12,Weekday,"(41.86634534, -87.71776518)"
6078,ASHLAND,45TH STREET,9,1,20,108.4,10/1/12,Weekday,"(41.81231805, -87.66519375)"
17479,BELMONT,SACRAMENTO,77,1,139.6,108.3,10/1/12,Weekday,"(41.93943345, -87.70306969)"
6813,18TH STREET,BLUE ISLAND/LOOMIS,18,1,101.6,108.3,10/1/12,Weekday,"(41.85794551, -87.66090047)"
1409,CLARK,MENOMONEE,"11,22,36,73",4,88.7,108.3,10/1/12,Weekday,"(41.91489300, -87.63404233)"
8319,WESTERN,MARQUETTE RD,49,1,254,108.1,10/1/12,Weekday,"(41.77187350, -87.68331275)"
14641,CICERO,ARMITAGE,54,1,186.1,108.1,10/1/12,Weekday,"(41.91709438, -87.74598935)"
11074,DIVERSEY,LAWNDALE,76,1,61.8,108.1,10/1/12,Weekday,"(41.93191698, -87.71939074)"
1137,LAKE SHORE,BURTON,151,1,16.5,108.1,10/1/12,Weekday,"(41.90967549, -87.62606647)"
17356,ADDISON,NARRAGANSETT,152,1,47.1,108,10/1/12,Weekday,"(41.94572370, -87.78665859)"
15079,MICHIGAN,113TH STREET,"34,119",2,255.8,107.9,10/1/12,Weekday,"(41.68917118, -87.62093363)"
1875,DEARBORN,POLK,"22,62,129",3,230,107.9,10/1/12,Weekday,"(41.87250511, -87.62905099)"
16031,CICERO,ROOSEVELT,54,1,307.4,107.8,10/1/12,Weekday,"(41.86618591, -87.74465599)"
1950,CLARK,ARDMORE,22,1,20.9,107.8,10/1/12,Weekday,"(41.98812150, -87.66964976)"
1583,MICHIGAN,8TH STREET,"1,3,4,129",4,75.9,107.7,10/1/12,Weekday,"(41.87178684, -87.62403400)"
15216,MILWAUKEE,CENTRAL PARK,56,1,109.1,107.6,10/1/12,Weekday,"(41.93546421, -87.71773277)"
15031,S. SHORE DRIVE,79TH STREET,"N5,26,71",3,86.8,107.6,10/1/12,Weekday,"(41.75207908, -87.54830314)"
2485,COTTAGE GROVE,ANTHONY,4,1,18.8,107.6,10/1/12,Weekday,"(41.76337678, -87.60540122)"
3741,LAWRENCE,SPRINGFIELD,81,1,352.8,107.5,10/1/12,Weekday,"(41.96814800, -87.72569382)"
9033,PULASKI,WASHINGTON,53,1,39.3,107.5,10/1/12,Weekday,"(41.88211226, -87.72580212)"
4589,CICERO,47TH STREET,"47,54B",2,339.1,107.3,10/1/12,Weekday,"(41.80750726, -87.74296269)"
4598,CICERO,47TH STREET,54B,1,65.7,107.3,10/1/12,Weekday,"(41.80798797, -87.74330218)"
11265,KIMBALL,SHUBERT,82,1,28.6,107.3,10/1/12,Weekday,"(41.93007000, -87.71220000)"
10962,75TH STREET,COLES,"N5,71,75",3,22,107.3,10/1/12,Weekday,"(41.75977394, -87.55865987)"
15812,79TH STREET,ABERDEEN,79,1,286.3,107.2,10/1/12,Weekday,"(41.75047724, -87.65111707)"
15446,CICERO,OHIO,54,1,51.4,107.2,10/1/12,Weekday,"(41.89162563, -87.74559743)"
939,NORTH AVENUE,BOSWORTH,"N9,72",2,40.8,107.2,10/1/12,Weekday,"(41.91069722, -87.66624251)"
6507,WENTWORTH,3800 SOUTH,"24,39",2,46,107,10/1/12,Weekday,"(41.82562500, -87.63142500)"
1214,SHERIDAN,TOUHY,"147,151",2,38.1,107,10/1/12,Weekday,"(42.01300500, -87.66337500)"
12862,PULASKI,69TH STREET,53A,1,26.3,107,10/1/12,Weekday,"(41.76781200, -87.72254600)"
7674,35TH STREET,HALSTED,35,1,216.1,106.9,10/1/12,Weekday,"(41.83064600, -87.64621600)"
7217,69TH STREET,INDIANA,"N5,30,67",3,63.4,106.9,10/1/12,Weekday,"(41.76917097, -87.62030568)"
3010,CALIFORNIA,ARMITAGE,52,1,232.8,106.8,10/1/12,Weekday,"(41.91759312, -87.69727933)"
6124,ASHLAND,89TH STREET (north leg),9,1,25,106.8,10/1/12,Weekday,"(41.73222585, -87.66309013)"
14021,60TH STREET,KENWOOD,"2,170,171,172",4,120.2,106.7,10/1/12,Weekday,"(41.78603820, -87.59294332)"
557,CHICAGO,BISHOP,66,1,236.9,106.6,10/1/12,Weekday,"(41.89604414, -87.66414584)"
9723,HARLEM,GUNNISON,"81W,90",2,130.3,106.6,10/1/12,Weekday,"(41.96811163, -87.80698451)"
4709,DOUGLAS BLVD,ST. LOUIS,82,1,23.2,106.6,10/1/12,Weekday,"(41.86293960, -87.71275558)"
5851,HALSTED,MARQUETTE RD,8,1,91.7,106.5,10/1/12,Weekday,"(41.77259200, -87.64467100)"
535,CHICAGO,ST. LOUIS,66,1,62.1,106.5,10/1/12,Weekday,"(41.89540605, -87.71398324)"
4127,ARMITAGE,KEELER,73,1,44.5,106.5,10/1/12,Weekday,"(41.91716370, -87.73134201)"
2255,KING DRIVE,86TH STREET,3,1,4.9,106.5,10/1/12,Weekday,"(41.73824683, -87.61467891)"
6101,ASHLAND,66TH STREET,9,1,100,106.4,10/1/12,Weekday,"(41.77411854, -87.66420062)"
3020,CALIFORNIA,THOMAS,52,1,49.4,106.4,10/1/12,Weekday,"(41.90118300, -87.69691500)"
10097,69TH STREET,PEORIA,67,1,45.8,106.4,10/1/12,Weekday,"(41.76884000, -87.64668600)"
5773,HALSTED,ARMITAGE,8,1,288.3,106.3,10/1/12,Weekday,"(41.91828710, -87.64860695)"
14858,STATE,59TH STREET,29,1,121.9,106.3,10/1/12,Weekday,"(41.78726214, -87.62561472)"
6213,ASHLAND,ARCHER,9,1,104.4,106.3,10/1/12,Weekday,"(41.83759436, -87.66559814)"
3051,KEDZIE,15TH STREET (south leg),52,1,27.4,106.3,10/1/12,Weekday,"(41.86138400, -87.70558900)"
5424,BROADWAY,CATALPA,36,1,16.8,106.3,10/1/12,Weekday,"(41.98170300, -87.65994100)"
11590,CENTRAL,AUGUSTA,85,1,60.1,106.2,10/1/12,Weekday,"(41.89838694, -87.76542919)"
2085,DIVISION,KEELER,70,1,53.6,106.2,10/1/12,Weekday,"(41.90267395, -87.73110472)"
15273,HALSTED,DIVISION,8,1,103.8,106.1,10/1/12,Weekday,"(41.90336405, -87.64814536)"
559,CHICAGO,ELIZABETH (east leg),66,1,156,106,10/1/12,Weekday,"(41.89612172, -87.65956047)"
5426,BROADWAY,HOLLYWOOD,36,1,32.9,106,10/1/12,Weekday,"(41.98535700, -87.66001800)"
2990,131ST STREET,INGLESIDE,34,1,57.6,105.9,10/1/12,Weekday,"(41.65715842, -87.60006697)"
8758,DAMEN,ARCHER,50,1,6.7,105.9,10/1/12,Weekday,"(41.83191788, -87.67539647)"
6165,ASHLAND,77TH STREET,9,1,125.1,105.6,10/1/12,Weekday,"(41.75382500, -87.66345100)"
985,NORTH AVENUE,MENARD,72,1,29.7,105.5,10/1/12,Weekday,"(41.90942605, -87.77010369)"
1837,CLARK,ARLINGTON (north leg),"22,36",2,252.7,105.3,10/1/12,Weekday,"(41.92701162, -87.64150687)"
15330,79TH STREET,MORGAN,79,1,188.3,105.3,10/1/12,Weekday,"(41.75050698, -87.64861433)"
9151,PULASKI,ARDMORE,53,1,7.7,105.3,10/1/12,Weekday,"(41.98575261, -87.72842302)"
6363,CLINTON,BLUE LINE (FOREST PARK),"7,11,60,157",4,67.9,105.2,10/1/12,Weekday,"(41.87558800, -87.64108000)"
1210,SHERIDAN,MORSE,"96,147,151",3,63.9,105.2,10/1/12,Weekday,"(42.00813300, -87.66159800)"
6223,ASHLAND,19TH STREET,9,1,87.8,105.1,10/1/12,Weekday,"(41.85590914, -87.66596390)"
479,MADISON,SACRAMENTO,20,1,75.7,105.1,10/1/12,Weekday,"(41.88108800, -87.70106200)"
9573,AUSTIN,BELMONT,91,1,149.2,105,10/1/12,Weekday,"(41.93853930, -87.77631142)"
15845,MILWAUKEE,WOOD (north leg)/WOLCOTT,56,1,58.9,105,10/1/12,Weekday,"(41.90748086, -87.67280550)"
4889,MARINE DRIVE,BITTERSWEET/O.D.off ramp,"136,144,146",3,7.7,105,10/1/12,Weekday,"(41.95579198, -87.64545956)"
10316,CICERO,BELDEN,54,1,31.3,104.9,10/1/12,Weekday,"(41.92229634, -87.74611168)"
2370,STATE,MARINA CITY,"29,36,62",3,230.4,104.8,10/1/12,Weekday,"(41.88835000, -87.62817200)"
1044,SHERIDAN,ARGYLE,151,1,201.5,104.8,10/1/12,Weekday,"(41.97312000, -87.65500100)"
10889,75TH STREET,STEWART,75,1,41.1,104.8,10/1/12,Weekday,"(41.75813335, -87.63441652)"
3440,63RD STREET,ST. LAWRENCE,"N4,63",2,37.6,104.8,10/1/12,Weekday,"(41.78026229, -87.61089338)"
1653,S HYDE PARK,5440 SOUTH,"6,X28",2,6.4,104.8,10/1/12,Weekday,"(41.79676417, -87.58404370)"
3452,63RD STREET,BLACKSTONE,63,1,3.8,104.8,10/1/12,Weekday,"(41.78049993, -87.58922299)"
1573,MICHIGAN,21ST STREET,"1,3,4",3,140.5,104.7,10/1/12,Weekday,"(41.85452045, -87.62374128)"
1530,E HYDE PARK,WOODLAWN,"2,15",2,90.3,104.7,10/1/12,Weekday,"(41.80241542, -87.59704903)"
8354,WESTERN,28TH STREET,49,1,51.8,104.7,10/1/12,Weekday,"(41.84107400, -87.68521300)"
17683,MAPLE,DEARBORN,70,1,7.1,104.7,10/1/12,Weekday,"(41.90179506, -87.63014619)"
2753,79TH STREET,PAULINA,79,1,213.5,104.6,10/1/12,Weekday,"(41.75027326, -87.66591426)"
3502,95TH STREET,VINCENNES,"N9,95W",2,133.4,104.5,10/1/12,Weekday,"(41.72124707, -87.65093330)"
126,JACKSON,HOMAN,126,1,87.1,104.5,10/1/12,Weekday,"(41.87735315, -87.71111733)"
15563,STATE,11TH STREET,"29,62,129,130,146",5,31.4,104.5,10/1/12,Weekday,"(41.86905855, -87.62760721)"
14463,CLARK,TOUHY,22,1,27.3,104.5,10/1/12,Weekday,"(42.01276478, -87.67456121)"
4887,LAKE SHORE,W. SHERIDAN (3900 N),"135,145,146",3,6.8,104.5,10/1/12,Weekday,"(41.95303619, -87.64495879)"
2113,KING DRIVE,87TH STREET,3,1,471.1,104.4,10/1/12,Weekday,"(41.73668187, -87.61446243)"
2357,STATE,BALBO,"29,130,146",3,151.3,104.4,10/1/12,Weekday,"(41.87297730, -87.62741716)"
15042,DIVISION,GRAND/MONTICELLO,70,1,77.9,104.4,10/1/12,Weekday,"(41.90281270, -87.71859770)"
2780,79TH STREET,CALUMET,79,1,74.5,104.3,10/1/12,Weekday,"(41.75104397, -87.61665534)"
4461,ARCHER,DEARBORN,62,1,57.1,104.3,10/1/12,Weekday,"(41.85595482, -87.62860787)"
15300,HOMAN,FILLMORE,82,1,11.4,104.3,10/1/12,Weekday,"(41.86792146, -87.71067144)"
9091,PULASKI,WILCOX,53,1,83.5,104.2,10/1/12,Weekday,"(41.87875036, -87.72550291)"
14844,CENTRAL,MADISON,85,1,613.3,104.1,10/1/12,Weekday,"(41.88047014, -87.76476232)"
6862,CERMAK,ASHLAND,21,1,241.1,104.1,10/1/12,Weekday,"(41.85242945, -87.66576386)"
3095,KEDZIE,60TH STREET,"52,52A",2,19.6,104.1,10/1/12,Weekday,"(41.78452850, -87.70335784)"
15756,STATE,49TH ST. (EXTENDED),29,1,71.8,104,10/1/12,Weekday,"(41.80580749, -87.62587612)"
10600,GARFIELD,THROOP,55,1,24.7,104,10/1/12,Weekday,"(41.79417978, -87.65769922)"
2101,DIVISION,MENARD,70,1,8.1,104,10/1/12,Weekday,"(41.90213607, -87.77042117)"
1629,51ST STREET,GREEN LINE STATION,"1,15",2,496.9,103.9,10/1/12,Weekday,"(41.80194211, -87.61856199)"
10165,69TH STREET,MORGAN,67,1,159.1,103.9,10/1/12,Weekday,"(41.76871202, -87.64944972)"
13197,59TH STREET,KIMBARK,"170,171,172,192",4,194.5,103.8,10/1/12,Weekday,"(41.78787138, -87.59450063)"
9577,AUSTIN,DIVERSEY,91,1,97.9,103.8,10/1/12,Weekday,"(41.93121200, -87.77603200)"
1784,CLARK,GREENLEAF,22,1,209.3,103.7,10/1/12,Weekday,"(42.01027200, -87.67430500)"
14767,DEARBORN,GRAND,22,1,183.5,103.7,10/1/12,Weekday,"(41.89173634, -87.62956922)"
6413,VINCENNES,103RD STREET,112,1,89,103.7,10/1/12,Weekday,"(41.70666856, -87.65596017)"
16121,75TH STREET,VINCENNES,75,1,78.2,103.7,10/1/12,Weekday,"(41.75819155, -87.63166392)"
10799,71ST STREET,BLACKSTONE,71,1,37.9,103.7,10/1/12,Weekday,"(41.76588438, -87.58867006)"
2618,79TH STREET,CREGIER,79,1,190.9,103.6,10/1/12,Weekday,"(41.75160419, -87.58076730)"
9649,AUSTIN,FULLERTON,91,1,102.9,103.6,10/1/12,Weekday,"(41.92368974, -87.77560955)"
65,JACKSON,DESPLAINES,126,1,66.7,103.6,10/1/12,Weekday,"(41.87792686, -87.64375065)"
6629,TAYLOR,ABERDEEN,157,1,64.7,103.6,10/1/12,Weekday,"(41.86952111, -87.65411465)"
2522,COTTAGE GROVE,37TH STREET,4,1,64.4,103.6,10/1/12,Weekday,"(41.82759300, -87.60867700)"
6837,16TH STREET,PULASKI,18,1,28.1,103.6,10/1/12,Weekday,"(41.85892552, -87.72481052)"
2076,DIVISION,SPAULDING,70,1,24.4,103.6,10/1/12,Weekday,"(41.90288135, -87.70903742)"
5387,STATE,CHICAGO,36,1,266.5,103.5,10/1/12,Weekday,"(41.89654824, -87.62810328)"
15464,CENTRAL,GRAND,85,1,154.3,103.5,10/1/12,Weekday,"(41.91913357, -87.76566080)"
8228,WESTERN,GRAND,49,1,121,103.5,10/1/12,Weekday,"(41.89078532, -87.68682072)"
17681,JACKSON,FRANKLIN,"7,126",2,113.1,103.5,10/1/12,Weekday,"(41.87803767, -87.63500493)"
6900,CERMAK,54TH AVENUE,21,1,32.6,103.5,10/1/12,Weekday,"(41.85095693, -87.75920497)"
10610,GARFIELD,OAKLEY,55,1,24.2,103.5,10/1/12,Weekday,"(41.79390600, -87.68112200)"
15897,MONROE,WABASH,J14,1,541,103.4,10/1/12,Weekday,"(41.88074308, -87.62592034)"
10515,55TH STREET,CALIFORNIA,55,1,164.3,103.4,10/1/12,Weekday,"(41.79362322, -87.69369019)"
17163,MADISON,KILBOURN,20,1,133.6,103.4,10/1/12,Weekday,"(41.88048501, -87.73768052)"
8095,47TH STREET,CALIFORNIA,"47,94",2,127.5,103.4,10/1/12,Weekday,"(41.80835225, -87.69402324)"
1178,SHERIDAN,LELAND,151,1,94.4,103.3,10/1/12,Weekday,"(41.96718200, -87.65473300)"
5244,100TH STREET,LUELLA,15,1,5.8,103.2,10/1/12,Weekday,"(41.71343012, -87.56809277)"
14851,STATE,43RD STREET,29,1,86.9,103.1,10/1/12,Weekday,"(41.81669681, -87.62615856)"
17287,PULASKI,71ST STREET,67,1,17.8,103,10/1/12,Weekday,"(41.76378930, -87.72249241)"
2917,111TH STREET,UNION,111,1,10.6,103,10/1/12,Weekday,"(41.69244443, -87.63986531)"
14178,111TH STREET,HARDING,112,1,82.5,102.9,10/1/12,Weekday,"(41.69107580, -87.71925311)"
5792,HALSTED,FULTON MARKET,8,1,26.2,102.9,10/1/12,Weekday,"(41.88690500, -87.64757200)"
495,MADISON,KILPATRICK,20,1,33.5,102.8,10/1/12,Weekday,"(41.88063200, -87.74259000)"
12861,PULASKI,68TH STREET,53A,1,27.2,102.8,10/1/12,Weekday,"(41.76963300, -87.72258900)"
5724,IRVING PARK,LONG,80,1,17.2,102.8,10/1/12,Weekday,"(41.95334060, -87.76191759)"
11790,HARLEM,ALTGELD (north leg),90,1,10.8,102.8,10/1/12,Weekday,"(41.92628086, -87.80643488)"
14430,CLARK,PRATT,22,1,178.9,102.7,10/1/12,Weekday,"(42.00513832, -87.67312884)"
891,NORTH AVENUE,WASHTENAW,72,1,150,102.7,10/1/12,Weekday,"(41.91018316, -87.69463648)"
368,ROOSEVELT,KILDARE,12,1,29.6,102.7,10/1/12,Weekday,"(41.86612304, -87.73235721)"
7171,47TH STREET,WOODLAWN,47,1,23.9,102.7,10/1/12,Weekday,"(41.80956097, -87.59697944)"
4090,ARMITAGE,SHEFFIELD,73,1,396.8,102.6,10/1/12,Weekday,"(41.91817640, -87.65320227)"
278,ROOSEVELT,CENTRAL PARK,12,1,205.4,102.6,10/1/12,Weekday,"(41.86620404, -87.71563462)"
14859,47TH STREET,STATE,47,1,126.1,102.6,10/1/12,Weekday,"(41.80930216, -87.62640394)"
11352,MONTROSE,DAMEN,78,1,65.9,102.6,10/1/12,Weekday,"(41.96138353, -87.67908022)"
1608,MICHIGAN,32ND STREET,"1,4",2,47.3,102.6,10/1/12,Weekday,"(41.83622200, -87.62346500)"
12423,119TH STREET,UNION,119,1,5.4,102.6,10/1/12,Weekday,"(41.67788983, -87.63934174)"
15717,HARLEM,GRAND,90,1,201.7,102.5,10/1/12,Weekday,"(41.92421272, -87.80617883)"
14609,CALIFORNIA,JACKSON,94,1,72.1,102.5,10/1/12,Weekday,"(41.87765801, -87.69610953)"
8620,ASHLAND,FOSTER,50,1,5.7,102.5,10/1/12,Weekday,"(41.97640854, -87.66948886)"
12453,119TH STREET,HALSTED,119,1,284.7,102.3,10/1/12,Weekday,"(41.67774285, -87.64214226)"
9438,87TH STREET,ESSEX,87,1,17.8,102.3,10/1/12,Weekday,"(41.73716800, -87.56381700)"
17105,KEDZIE,53RD STREET,"52,52A",2,50.4,102.2,10/1/12,Weekday,"(41.79706012, -87.70374076)"
11292,KIMBALL,HOLLYWOOD,82,1,27.1,102.2,10/1/12,Weekday,"(41.98473400, -87.71373900)"
6172,ASHLAND,70TH STREET,9,1,122,102.1,10/1/12,Weekday,"(41.76665596, -87.66370658)"
9206,51ST STREET,ASHLAND,51,1,76.9,102.1,10/1/12,Weekday,"(41.80139286, -87.66456618)"
4787,FOSTER,WOLCOTT,"50,92",2,53.9,102.1,10/1/12,Weekday,"(41.97600400, -87.67651100)"
2444,LAFAYETTE,78TH STREET,"29,75",2,47.2,102.1,10/1/12,Weekday,"(41.75287434, -87.62599394)"
9326,BELMONT,LAMON,77,1,44.9,102.1,10/1/12,Weekday,"(41.93884092, -87.74919046)"
6138,BEVERLY,103RD/VINCENNES,9,1,1.1,102,10/1/12,Weekday,"(41.70695661, -87.65616492)"
8623,ASHLAND,CATALPA,50,1,0.5,102,10/1/12,Weekday,"(41.98156900, -87.66965300)"
5904,HALSTED,36TH STREET (north leg),8,1,180.5,101.9,10/1/12,Weekday,"(41.82879800, -87.64599100)"
1857,CLARK,HURON,22,1,87.6,101.9,10/1/12,Weekday,"(41.89495300, -87.63128000)"
8427,WESTERN,WILSON,49,1,6.3,101.9,10/1/12,Weekday,"(41.96477771, -87.68864154)"
8088,47TH STREET,HOYNE,"47,48",2,108.6,101.8,10/1/12,Weekday,"(41.80857825, -87.67696292)"
6903,CERMAK,49TH AVENUE,"21,N60,302",3,19.4,101.8,10/1/12,Weekday,"(41.85115493, -87.74694561)"
1778,DEVON,ALBANY,155,1,2.3,101.8,10/1/12,Weekday,"(41.99746293, -87.70680037)"
14790,CLARK,WINNEMAC,22,1,197.5,101.7,10/1/12,Weekday,"(41.97321121, -87.66812473)"
9581,AUSTIN,FULLERTON,91,1,107.9,101.6,10/1/12,Weekday,"(41.92396009, -87.77580841)"
10912,74TH STREET,ASHLAND,75,1,322.1,101.5,10/1/12,Weekday,"(41.75939346, -87.66384737)"
10920,74TH STREET,HALSTED,75,1,231.2,101.5,10/1/12,Weekday,"(41.75967441, -87.64441940)"
17277,TAYLOR,HALSTED,157,1,149.1,101.4,10/1/12,Weekday,"(41.86968221, -87.64761504)"
3092,KEDZIE,57TH STREET,"52,52A",2,16.4,101.4,10/1/12,Weekday,"(41.78996466, -87.70353155)"
746,ILLINOIS,LASALLE,65,1,43.6,101.3,10/1/12,Weekday,"(41.89073700, -87.63281100)"
